ATM_ID,ATM_Bank,ATM_Location,ATM_City,ATM_District,ATM_State,ATM_Latitude,ATM_Longitude,ATM_Type,ATM_Onsite_Offsite,ATM_Indoor_Outdoor,ATM_Operating_Status,CCTV_Available,CCTV_Footage_Available,CCTV_Footage_Reviewed,Card_Skimming_Device_Detected,ATM_Tampering_Detected,ATM_Malfunction,Security_Guard_Present,Shutter_Lock_Present,Location_Type,Urban_Rural
ATM_PAT_0049,HDFC Bank,"Railway Station Kiosk, Patna",Patna,Patna,Bihar,25.628997,85.134476,Bank-Owned,Offsite,Indoor,Active,True,False,False,False,False,False,False,True,Railway_Station,Semi-Urban
ATM_NAL_0050,State Bank of India,"Commercial Area Kiosk, Nalanda",Nalanda,Nalanda,Bihar,25.137446,85.518742,Bank-Owned,Onsite,Outdoor,Active,True,False,False,False,False,False,True,True,Commercial_Area,Urban
ATM_KOL_0051,Bank of Baroda,"Commercial Area Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.636257,88.328749,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,True,True,Commercial_Area,Urban
ATM_ALW_0052,Kotak Mahindra Bank,"Shopping Mall Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.615031,76.650744,Bank-Owned,Offsite,Outdoor,Active,True,True,False,False,False,False,False,False,Shopping_Mall,Urban
ATM_NAL_0053,IndusInd Bank,"Airport Kiosk, Nalanda",Nalanda,Nalanda,Bihar,25.233504,85.411947,White-Label,Offsite,Indoor,Active,True,True,True,False,False,False,True,False,Airport,Urban
ATM_DEO_0054,HDFC Bank,"Shopping Mall Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.525652,86.685341,Brown-Label,Onsite,Outdoor,Active,False,False,False,False,False,False,False,True,Shopping_Mall,Urban
ATM_KOL_0055,State Bank of India,"Railway Station Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.581172,88.408216,Bank-Owned,Onsite,Indoor,Active,True,False,False,False,False,False,False,True,Railway_Station,Semi-Urban
ATM_AGR_0056,ICICI Bank,"Bus Stand Kiosk, Agra",Agra,Agra,Uttar Pradesh,27.194085,77.989926,Brown-Label,Offsite,Indoor,Degraded,False,False,False,False,False,False,False,True,Bus_Stand,Semi-Urban
ATM_PAT_0057,ICICI Bank,"Bus Stand Kiosk, Patna",Patna,Patna,Bihar,25.609222,85.153216,Bank-Owned,Onsite,Indoor,Active,True,True,False,False,False,False,True,True,Bus_Stand,Semi-Urban
ATM_GUR_0058,HDFC Bank,"Market Kiosk, Gurgaon/Gurugram",Gurgaon/Gurugram,Gurugram,Haryana,28.398756,77.015479,Brown-Label,Onsite,Indoor,Active,True,True,True,False,False,False,False,True,Market,Semi-Urban
ATM_BHA_0059,State Bank of India,"Highway Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.267864,77.441477,Bank-Owned,Offsite,Outdoor,Active,True,False,False,False,False,False,True,True,Highway,Semi-Urban
ATM_KOL_0060,Bank of Baroda,"Shopping Mall Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.621269,88.374898,Bank-Owned,Offsite,Outdoor,Active,True,True,False,False,False,False,True,True,Shopping_Mall,Urban
ATM_PAT_0061,State Bank of India,"Highway Kiosk, Patna",Patna,Patna,Bihar,25.541145,85.122162,White-Label,Offsite,Indoor,Active,False,False,False,False,False,False,True,False,Highway,Semi-Urban
ATM_ALW_0062,Punjab National Bank,"Commercial Area Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.55788,76.638384,Bank-Owned,Onsite,Indoor,Active,True,True,True,False,False,False,True,False,Commercial_Area,Urban
ATM_KOL_0063,Union Bank of India,"Railway Station Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.614264,88.343959,Bank-Owned,Offsite,Outdoor,Active,True,False,False,False,False,False,True,False,Railway_Station,Semi-Urban
ATM_KOL_0064,HDFC Bank,"Market Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.563097,88.357943,Bank-Owned,Onsite,Outdoor,Active,True,True,False,False,False,False,True,True,Market,Semi-Urban
ATM_DEL_0065,State Bank of India,"Railway Station Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.626191,77.206273,White-Label,Onsite,Indoor,Active,True,True,False,False,False,False,False,False,Railway_Station,Semi-Urban
ATM_DEL_0066,Punjab National Bank,"Market Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.631326,77.231379,White-Label,Onsite,Outdoor,Active,True,True,True,False,False,False,True,True,Market,Semi-Urban
ATM_AGR_0067,State Bank of India,"Residential Kiosk, Agra",Agra,Agra,Uttar Pradesh,27.193863,78.033884,Brown-Label,Offsite,Outdoor,Active,True,True,True,False,False,False,False,True,Residential,Semi-Urban
ATM_PAT_0068,Canara Bank,"Shopping Mall Kiosk, Patna",Patna,Patna,Bihar,25.60619,85.113634,Brown-Label,Offsite,Indoor,Active,True,True,True,False,False,False,True,True,Shopping_Mall,Urban
ATM_DUM_0069,State Bank of India,"Market Kiosk, Dumka",Dumka,Dumka,Jharkhand,24.247652,87.253213,Bank-Owned,Onsite,Indoor,Degraded,True,True,False,False,False,False,True,True,Market,Semi-Urban
ATM_ALW_0070,HDFC Bank,"Residential Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.574007,76.701095,Bank-Owned,Onsite,Indoor,Active,True,True,True,False,False,False,True,True,Residential,Semi-Urban
ATM_ALW_0071,Union Bank of India,"Bus Stand Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.54717,76.644392,Bank-Owned,Offsite,Indoor,Active,True,True,False,False,False,False,False,True,Bus_Stand,Semi-Urban
ATM_KOL_0072,HDFC Bank,"Shopping Mall Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.554672,88.352512,White-Label,Onsite,Indoor,Active,True,True,False,False,False,False,True,True,Shopping_Mall,Urban
ATM_MAT_0073,Axis Bank,"Market Kiosk, Mathura",Mathura,Mathura,Uttar Pradesh,27.466694,77.640534,Brown-Label,Offsite,Outdoor,Active,True,True,True,False,False,False,True,True,Market,Semi-Urban
ATM_DHA_0074,State Bank of India,"Residential Kiosk, Dhanbad",Dhanbad,Dhanbad,Jharkhand,23.758974,86.418218,Bank-Owned,Onsite,Indoor,Active,True,True,True,False,False,False,True,True,Residential,Semi-Urban
ATM_DEL_0075,IndusInd Bank,"Highway Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.601865,77.199666,Bank-Owned,Onsite,Indoor,Active,True,True,False,False,False,False,True,False,Highway,Semi-Urban
ATM_BAR_0076,State Bank of India,"Commercial Area Kiosk, Bardhaman",Bardhaman,Purba Bardhaman,West Bengal,23.186673,87.833098,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,True,True,Commercial_Area,Urban
ATM_ALW_0077,ICICI Bank,"Commercial Area Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.597151,76.604815,Bank-Owned,Offsite,Indoor,Active,True,True,False,False,False,False,True,True,Commercial_Area,Urban
ATM_MAT_0078,Union Bank of India,"Market Kiosk, Mathura",Mathura,Mathura,Uttar Pradesh,27.60303,77.705505,White-Label,Onsite,Indoor,Active,True,False,False,False,False,False,True,True,Market,Semi-Urban
ATM_DEO_0079,Bank of Baroda,"Educational Area Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.472497,86.767279,Brown-Label,Onsite,Outdoor,Active,True,False,False,False,False,False,True,True,Educational_Area,Semi-Urban
ATM_PAT_0080,Axis Bank,"Shopping Mall Kiosk, Patna",Patna,Patna,Bihar,25.614253,85.107,Bank-Owned,Onsite,Outdoor,Active,True,True,False,False,False,False,True,False,Shopping_Mall,Urban
ATM_GUR_0081,ICICI Bank,"Market Kiosk, Gurgaon/Gurugram",Gurgaon/Gurugram,Gurugram,Haryana,28.43867,76.990774,Bank-Owned,Onsite,Indoor,Active,True,False,False,False,False,False,True,False,Market,Semi-Urban
ATM_GUR_0082,ICICI Bank,"Railway Station Kiosk, Gurgaon/Gurugram",Gurgaon/Gurugram,Gurugram,Haryana,28.46293,77.073953,Bank-Owned,Offsite,Indoor,Active,True,True,False,False,False,False,True,True,Railway_Station,Semi-Urban
ATM_DEO_0083,State Bank of India,"Bus Stand Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.515968,86.73014,Bank-Owned,Onsite,Indoor,Degraded,True,False,False,False,False,False,False,True,Bus_Stand,Semi-Urban
ATM_BHA_0084,Kotak Mahindra Bank,"Railway Station Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.263669,77.525198,White-Label,Offsite,Indoor,Degraded,False,False,False,False,False,False,False,True,Railway_Station,Semi-Urban
ATM_FAR_0085,State Bank of India,"Educational Area Kiosk, Faridabad",Faridabad,Faridabad,Haryana,28.421107,77.329621,White-Label,Onsite,Outdoor,Active,True,True,False,False,False,False,True,True,Educational_Area,Semi-Urban
ATM_BHA_0086,Kotak Mahindra Bank,"Market Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.231951,77.500211,Bank-Owned,Onsite,Outdoor,Active,True,True,True,False,False,False,False,True,Market,Semi-Urban
ATM_DEO_0087,State Bank of India,"Market Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.49177,86.669987,Bank-Owned,Onsite,Indoor,Active,True,False,False,False,False,False,True,False,Market,Semi-Urban
ATM_BAR_0088,Kotak Mahindra Bank,"Market Kiosk, Bardhaman",Bardhaman,Purba Bardhaman,West Bengal,23.250109,87.838309,White-Label,Offsite,Outdoor,Active,True,True,False,False,False,False,True,True,Market,Semi-Urban
ATM_DUM_0089,Axis Bank,"Residential Kiosk, Dumka",Dumka,Dumka,Jharkhand,24.276043,87.204972,Bank-Owned,Onsite,Outdoor,Active,True,False,False,False,False,False,True,False,Residential,Semi-Urban
ATM_KOL_0090,HDFC Bank,"Commercial Area Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.491332,88.376926,White-Label,Offsite,Outdoor,Active,True,True,True,False,False,False,False,False,Commercial_Area,Urban
ATM_BHA_0091,Kotak Mahindra Bank,"Shopping Mall Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.245294,77.52814,Bank-Owned,Offsite,Outdoor,Active,True,True,True,False,False,False,False,False,Shopping_Mall,Urban
ATM_BHA_0092,HDFC Bank,"Educational Area Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.230859,77.473408,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,False,True,Educational_Area,Semi-Urban
ATM_DEL_0093,State Bank of India,"Shopping Mall Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.601611,77.162606,White-Label,Onsite,Outdoor,Active,True,True,False,False,False,False,False,False,Shopping_Mall,Urban
ATM_PAT_0094,ICICI Bank,"Commercial Area Kiosk, Patna",Patna,Patna,Bihar,25.573188,85.099014,White-Label,Offsite,Outdoor,Active,True,True,False,False,False,False,True,True,Commercial_Area,Urban
ATM_DEL_0095,State Bank of India,"Shopping Mall Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.651811,77.240588,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,False,True,Shopping_Mall,Urban
ATM_BHA_0096,HDFC Bank,"Market Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.261708,77.479608,Bank-Owned,Onsite,Outdoor,Active,True,True,True,False,False,False,False,True,Market,Semi-Urban
ATM_DEL_0097,Bank of Baroda,"Residential Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.632885,77.18694,White-Label,Offsite,Outdoor,Active,True,True,False,False,False,False,False,False,Residential,Semi-Urban
ATM_ALW_0098,Bank of Baroda,"Shopping Mall Kiosk, Alwar",Alwar,Alwar,Rajasthan,27.58888,76.623958,Bank-Owned,Onsite,Outdoor,Active,True,True,False,False,False,False,False,True,Shopping_Mall,Urban
ATM_DEO_0099,State Bank of India,"Shopping Mall Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.537998,86.691507,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,True,False,Shopping_Mall,Urban
ATM_PAT_0100,HDFC Bank,"Shopping Mall Kiosk, Patna",Patna,Patna,Bihar,25.584214,85.1766,Bank-Owned,Onsite,Outdoor,Active,False,False,False,False,False,False,True,False,Shopping_Mall,Urban
ATM_BHA_0101,Axis Bank,"Market Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.223049,77.527973,White-Label,Onsite,Indoor,Active,True,True,False,False,False,False,True,False,Market,Semi-Urban
ATM_DEO_0102,Punjab National Bank,"Commercial Area Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.488079,86.744597,Brown-Label,Onsite,Indoor,Active,True,False,False,False,False,False,True,True,Commercial_Area,Urban
ATM_AGR_0103,ICICI Bank,"Commercial Area Kiosk, Agra",Agra,Agra,Uttar Pradesh,27.123533,78.030538,Brown-Label,Onsite,Indoor,Active,True,True,False,False,False,False,False,True,Commercial_Area,Urban
ATM_DEL_0104,HDFC Bank,"Educational Area Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.638238,77.171032,Bank-Owned,Onsite,Indoor,Active,True,False,False,False,False,False,True,False,Educational_Area,Semi-Urban
ATM_DEL_0105,State Bank of India,"Commercial Area Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.567697,77.228325,White-Label,Onsite,Indoor,Active,True,True,False,False,False,False,False,False,Commercial_Area,Urban
ATM_DEO_0106,IndusInd Bank,"Bus Stand Kiosk, Deoghar",Deoghar,Deoghar,Jharkhand,24.491718,86.696309,White-Label,Onsite,Indoor,Active,True,True,True,False,False,False,True,False,Bus_Stand,Semi-Urban
ATM_PAT_0107,State Bank of India,"Residential Kiosk, Patna",Patna,Patna,Bihar,25.578581,85.095027,White-Label,Offsite,Outdoor,Active,True,True,False,False,False,False,False,True,Residential,Semi-Urban
ATM_GUR_0108,HDFC Bank,"Commercial Area Kiosk, Gurgaon/Gurugram",Gurgaon/Gurugram,Gurugram,Haryana,28.503368,77.061767,White-Label,Offsite,Indoor,Active,True,False,False,False,False,False,True,True,Commercial_Area,Urban
ATM_KOL_0109,ICICI Bank,"Market Kiosk, Kolkata",Kolkata,Kolkata,West Bengal,22.554706,88.391494,White-Label,Onsite,Outdoor,Active,True,True,True,False,False,False,False,False,Market,Semi-Urban
ATM_DEL_0110,State Bank of India,"Residential Kiosk, Delhi",Delhi,Central Delhi,Delhi,28.602648,77.20646,Brown-Label,Offsite,Indoor,Active,True,False,False,False,False,False,False,False,Residential,Semi-Urban
ATM_BHA_0111,Bank of Baroda,"Commercial Area Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.153323,77.45989,Bank-Owned,Offsite,Indoor,Active,True,True,False,False,False,False,False,True,Commercial_Area,Urban
ATM_BHA_0112,State Bank of India,"Market Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.140107,77.50834,Bank-Owned,Offsite,Outdoor,Active,True,False,False,False,False,False,False,False,Market,Semi-Urban
ATM_PUN_0113,State Bank of India,"Highway Kiosk, Punahana",Punahana,Nuh,Haryana,27.87144,77.168841,White-Label,Offsite,Indoor,Active,True,True,True,False,False,False,True,True,Highway,Semi-Urban
ATM_BHA_0114,Axis Bank,"Shopping Mall Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.245694,77.434876,Bank-Owned,Onsite,Indoor,Active,False,False,False,False,False,False,True,False,Shopping_Mall,Urban
ATM_NAL_0115,ICICI Bank,"Residential Kiosk, Nalanda",Nalanda,Nalanda,Bihar,25.109109,85.366017,White-Label,Onsite,Indoor,Active,True,True,False,False,False,False,True,True,Residential,Semi-Urban
ATM_HOW_0116,State Bank of India,"Commercial Area Kiosk, Howrah",Howrah,Howrah,West Bengal,22.603337,88.241813,Bank-Owned,Offsite,Indoor,Active,True,True,True,False,False,False,True,True,Commercial_Area,Urban
ATM_GUR_0117,State Bank of India,"Shopping Mall Kiosk, Gurgaon/Gurugram",Gurgaon/Gurugram,Gurugram,Haryana,28.495321,76.978689,White-Label,Offsite,Outdoor,Active,True,True,False,False,False,False,True,True,Shopping_Mall,Urban
ATM_MAT_0118,State Bank of India,"Market Kiosk, Mathura",Mathura,Mathura,Uttar Pradesh,27.529893,77.651697,Bank-Owned,Offsite,Indoor,Active,True,True,True,False,False,False,True,True,Market,Semi-Urban
ATM_BHA_0119,Punjab National Bank,"Railway Station Kiosk, Bharatpur",Bharatpur,Bharatpur,Rajasthan,27.199285,77.504636,White-Label,Offsite,Indoor,Active,False,False,False,False,False,False,False,True,Railway_Station,Semi-Urban
